,task_name,train_set_id,n_shot_per_class,accuracy,macro_f1,ood_rate,n,pred_dist,label_dist
0,ag_news,0,0,0.44,0.4072076232945798,0.0,100,"{""Business"": 18, ""Sports"": 9, ""Technology"": 4, ""World"": 69}","{""Business"": 32, ""Sports"": 27, ""Technology"": 19, ""World"": 22}"
1,amazon_counterfactual_en,0,0,0.3,0.28160919540229884,0.0,100,"{""counterfactual"": 74, ""not counterfactual"": 26}","{""counterfactual"": 10, ""not counterfactual"": 90}"
2,amazon_massive_scenario,0,0,0.53,0.44044833162480224,0.0,100,"{""alarm"": 5, ""audio"": 1, ""calendar"": 6, ""cooking"": 4, ""datetime"": 1, ""email"": 14, ""iot"": 12, ""music"": 16, ""news"": 15, ""play"": 14, ""qa"": 5, ""social"": 1, ""weather"": 6}","{""alarm"": 5, ""audio"": 3, ""calendar"": 5, ""cooking"": 4, ""datetime"": 6, ""email"": 14, ""general"": 7, ""iot"": 6, ""lists"": 5, ""music"": 1, ""news"": 3, ""play"": 16, ""qa"": 8, ""recommendation"": 3, ""social"": 1, ""takeaway"": 1, ""transport"": 5, ""weather"": 7}"
3,app_reviews,0,0,0.45,0.22336606926770863,0.0,100,"{""five"": 40, ""four"": 14, ""one"": 46}","{""five"": 59, ""four"": 12, ""one"": 15, ""three"": 12, ""two"": 2}"
4,beaver_tails,0,0,0.44,0.41666666666666663,0.0,100,"{""no"": 56, ""yes"": 44}","{""no"": 64, ""yes"": 36}"
5,boolq,0,0,0.56,0.358974358974359,0.0,100,"{""no"": 2, ""yes"": 98}","{""no"": 42, ""yes"": 58}"
6,brag_action,0,0,0.14,0.13446054750402575,0.0,100,"{""bragging"": 89, ""not bragging"": 11}","{""bragging"": 3, ""not bragging"": 97}"
7,circa,0,0,0.69,0.40828402366863903,0.0,100,"{""yes"": 100}","{""no"": 31, ""yes"": 69}"
8,clickbait,0,0,0.75,0.6994831109508355,0.0,100,"{""no"": 18, ""yes"": 82}","{""no"": 41, ""yes"": 59}"
9,climate_commitments_actions,0,0,0.42,0.4084047327621379,0.0,100,"{""no"": 50, ""yes"": 50}","{""no"": 64, ""yes"": 36}"
10,climate_fever,0,0,0.32,0.1908178777743995,0.0,100,"{""not enough info"": 82, ""refuted"": 17, ""supported"": 1}","{""disputed"": 13, ""not enough info"": 33, ""refuted"": 16, ""supported"": 38}"
11,climate_sentiment,0,0,0.37,0.18137254901960784,0.0,100,"{""neutral"": 1, ""risk"": 99}","{""neutral"": 47, ""opportunity"": 16, ""risk"": 37}"
12,cola,0,0,0.35,0.29031553663063653,0.0,100,"{""acceptable"": 3, ""unacceptable"": 97}","{""acceptable"": 68, ""unacceptable"": 32}"
13,copa,0,0,0.51,0.3551783129359126,0.0,100,"{""cause"": 97, ""effect"": 3}","{""cause"": 52, ""effect"": 48}"
14,covid_fake_news,0,0,0.44,0.3200582807187955,0.0,100,"{""fake"": 99, ""real"": 1}","{""fake"": 43, ""real"": 57}"
15,dbpedia_14,0,0,0.48,0.4126084465022139,0.0,100,"{""album"": 23, ""animal"": 8, ""artist"": 20, ""building"": 3, ""company"": 11, ""educational institution"": 6, ""film"": 16, ""natural place"": 1, ""plant"": 8, ""village"": 4}","{""album"": 6, ""animal"": 5, ""artist"": 9, ""athlete"": 6, ""building"": 4, ""company"": 11, ""educational institution"": 6, ""film"": 7, ""mean of transportation"": 9, ""natural place"": 6, ""office holder"": 9, ""plant"": 8, ""village"": 5, ""written work"": 9}"
16,disaster_response_message,0,0,0.46,0.4140625,0.0,100,"{""false"": 56, ""true"": 44}","{""false"": 16, ""true"": 84}"
17,emo,0,0,0.05,0.16145833333333331,0.0,100,"{""angry"": 1, ""happy"": 93, ""sad"": 6}","{""angry"": 5, ""happy"": 3, ""others"": 90, ""sad"": 2}"
18,emotion,0,0,0.31,0.2675785920598515,0.0,100,"{""anger"": 68, ""fear"": 7, ""joy"": 9, ""love"": 5, ""sadness"": 11}","{""anger"": 12, ""fear"": 12, ""joy"": 38, ""love"": 12, ""sadness"": 22, ""surprise"": 4}"
19,environmental_claims,0,0,0.25,0.22191098661686898,0.0,100,"{""no"": 5, ""yes"": 95}","{""no"": 76, ""yes"": 24}"
20,ethos,0,0,0.55,0.52,0.0,100,"{""hate speech"": 77, ""no hate speech"": 23}","{""hate speech"": 48, ""no hate speech"": 52}"
21,fever,0,0,0.28,0.15934568748570122,0.0,100,"{""not enough info"": 96, ""refuted"": 1, ""supported"": 3}","{""not enough info"": 28, ""refuted"": 28, ""supported"": 44}"
22,financial_phrasebank,0,0,0.59,0.47521367521367525,0.0,100,"{""negative"": 5, ""neutral"": 70, ""positive"": 25}","{""negative"": 13, ""neutral"": 60, ""positive"": 27}"
23,hate_speech18,0,0,0.32,0.2916666666666667,0.0,100,"{""hate"": 74, ""no hate"": 26}","{""hate"": 6, ""no hate"": 94}"
24,health_fact,0,0,0.24,0.0967741935483871,0.0,100,"{""false"": 100}","{""false"": 24, ""mixture"": 17, ""true"": 56, ""unproven"": 3}"
25,i2d2,0,0,0.43,0.4294865378840957,0.0,100,"{""false"": 64, ""true"": 36}","{""false"": 39, ""true"": 61}"
26,imdb,0,0,0.86,0.8590982286634461,0.0,100,"{""negative"": 39, ""positive"": 61}","{""negative"": 53, ""positive"": 47}"
27,insincere_questions,0,0,0.05,0.047619047619047616,0.0,100,"{""insincere question"": 100}","{""insincere question"": 5, ""valid question"": 95}"
28,is_humor,0,0,0.71,0.4152046783625731,0.0,100,"{""humorous"": 100}","{""humorous"": 71, ""not humorous"": 29}"
29,jailbreak_classification,0,0,0.36,0.358974358974359,0.0,100,"{""benign"": 52, ""jailbreak"": 48}","{""benign"": 52, ""jailbreak"": 48}"
30,lexical_rc_cogalexv,0,0,0.15,0.10214805305947797,0.0,100,"{""antonym"": 27, ""hypernym"": 23, ""synonym"": 35, ""unrelated"": 15}","{""antonym"": 11, ""hypernym"": 6, ""meronym"": 6, ""synonym"": 10, ""unrelated"": 67}"
31,lexical_rc_root09,0,0,0.32,0.26307363048936083,0.0,100,"{""co-hyponym"": 65, ""hypernym"": 5, ""unrelated"": 30}","{""co-hyponym"": 26, ""hypernym"": 15, ""unrelated"": 59}"
32,liar,0,0,0.2,0.08473503345993849,0.0,100,"{""false"": 74, ""half true"": 26}","{""barely true"": 20, ""false"": 23, ""half true"": 12, ""mostly true"": 22, ""pants fire"": 4, ""true"": 19}"
33,limit,0,0,0.73,0.455535390199637,0.0,100,"{""no"": 2, ""yes"": 98}","{""no"": 27, ""yes"": 73}"
34,logical_fallacy_detection,0,0,0.6,0.5477159656264134,0.0,100,"{""invalid"": 74, ""valid"": 26}","{""invalid"": 60, ""valid"": 40}"
35,metaphor_boolean,0,0,0.46,0.3688639551192146,0.0,100,"{""false"": 10, ""true"": 90}","{""false"": 52, ""true"": 48}"
36,mrpc,0,0,0.28,0.26108374384236455,0.0,100,"{""equivalent"": 16, ""not equivalent"": 84}","{""equivalent"": 68, ""not equivalent"": 32}"
37,news_data,0,0,0.74,0.5751443001443002,0.0,100,"{""business"": 26, ""entertainment"": 2, ""health"": 8, ""politics"": 14, ""sports"": 50}","{""business"": 30, ""entertainment"": 3, ""health"": 13, ""politics"": 19, ""sports"": 30, ""tech"": 5}"
38,poem_sentiment,0,0,0.64,0.29434697855750486,0.0,100,"{""no impact"": 96, ""positive"": 4}","{""negative"": 19, ""no impact"": 66, ""positive"": 15}"
39,pragmeval_emergent,0,0,0.52,0.2280701754385965,0.0,100,"{""for"": 100}","{""against"": 14, ""for"": 52, ""observing"": 34}"
40,pragmeval_sarcasm,0,0,0.63,0.38650306748466257,0.0,100,"{""sarcasm"": 100}","{""not sarcasm"": 37, ""sarcasm"": 63}"
41,pragmeval_verifiability,0,0,0.49,0.37351157540613517,0.0,100,"{""experiential"": 4, ""non-experiential"": 48, ""unverifiable"": 48}","{""experiential"": 15, ""non-experiential"": 10, ""unverifiable"": 75}"
42,prosocial_dialog,0,0,0.17,0.09198173515981736,0.0,100,"{""casual"": 57, ""caution needed"": 36, ""probably caution needed"": 7}","{""casual"": 18, ""caution needed"": 37, ""intervention needed"": 18, ""possibly caution needed"": 12, ""probably caution needed"": 15}"
43,pun_detection,0,0,0.64,0.45750452079566006,0.0,100,"{""no"": 3, ""yes"": 97}","{""no"": 39, ""yes"": 61}"
44,qqp,0,0,0.5,0.4981934965877158,0.0,100,"{""duplicate"": 64, ""not duplicate"": 36}","{""duplicate"": 30, ""not duplicate"": 70}"
45,rotten_tomatoes,0,0,0.6,0.5324918186068257,0.0,100,"{""negative"": 11, ""positive"": 89}","{""negative"": 51, ""positive"": 49}"
46,semeval_absa_laptop,0,0,0.28,0.13720397249809013,0.0,100,"{""negative"": 95, ""positive"": 5}","{""conflict"": 4, ""negative"": 24, ""neutral"": 22, ""positive"": 50}"
47,semeval_absa_restaurant,0,0,0.26,0.1693853427895981,0.0,100,"{""negative"": 82, ""neutral"": 2, ""positive"": 16}","{""conflict"": 1, ""negative"": 12, ""neutral"": 13, ""positive"": 74}"
48,senteval_cr,0,0,0.61,0.49942241047362346,0.0,100,"{""negative"": 9, ""positive"": 91}","{""negative"": 44, ""positive"": 56}"
49,senteval_subj,0,0,0.43,0.3006993006993007,0.0,100,"{""subjective"": 100}","{""objective"": 57, ""subjective"": 43}"
50,silicone_dyda_da,0,0,0.19,0.15013227513227512,0.0,100,"{""commissive"": 8, ""directive"": 91, ""question"": 1}","{""commissive"": 6, ""directive"": 17, ""inform"": 47, ""question"": 30}"
51,sms_spam,0,0,0.58,0.4672754946727549,0.0,100,"{""ham"": 56, ""spam"": 44}","{""ham"": 90, ""spam"": 10}"
52,sst2,0,0,0.71,0.6442154336891179,0.0,100,"{""negative"": 14, ""positive"": 86}","{""negative"": 43, ""positive"": 57}"
53,sst5,0,0,0.17,0.09210526315789473,0.0,100,"{""negative"": 9, ""positive"": 2, ""very negative"": 89}","{""extremely positive"": 18, ""negative"": 29, ""neutral"": 17, ""positive"": 21, ""very negative"": 15}"
54,student_question_categories,0,0,0.62,0.5994318181818181,0.0,100,"{""biology"": 27, ""chemistry"": 13, ""maths"": 45, ""physics"": 15}","{""biology"": 9, ""chemistry"": 19, ""maths"": 32, ""physics"": 40}"
55,tcfd_recommendations,0,0,0.2,0.17805194805194804,0.0,100,"{""governance"": 34, ""none"": 38, ""risk"": 26, ""strategy"": 2}","{""governance"": 8, ""metrics"": 14, ""none"": 17, ""risk"": 14, ""strategy"": 47}"
56,this_is_not_a_dataset,0,0,0.49,0.4812328349099786,0.0,100,"{""false"": 67, ""true"": 33}","{""false"": 46, ""true"": 54}"
57,toxic_conversations,0,0,0.39,0.3251465870118376,0.0,100,"{""not toxic"": 38, ""toxic"": 62}","{""not toxic"": 93, ""toxic"": 7}"
58,trec,0,0,0.29,0.13896272064335854,0.0,100,"{""Location"": 57, ""Number"": 43}","{""Abbreviation"": 1, ""Description"": 26, ""Entity"": 21, ""Location"": 16, ""Number"": 24, ""Person"": 12}"
59,wic,0,0,0.52,0.34210526315789475,0.0,100,"{""yes"": 100}","{""no"": 48, ""yes"": 52}"
60,wiki_hades,0,0,0.42,0.30952380952380953,0.0,100,"{""hallucinated"": 95, ""not hallucinated"": 5}","{""hallucinated"": 45, ""not hallucinated"": 55}"
61,wiki_qa,0,0,0.52,0.36000000000000004,0.0,100,"{""no"": 53, ""yes"": 47}","{""no"": 97, ""yes"": 3}"
62,wsc,0,0,0.5,0.49919871794871795,0.0,100,"{""false"": 33, ""true"": 67}","{""false"": 63, ""true"": 37}"
