,task_name,train_set_id,n_shot_per_class,accuracy,macro_f1,ood_rate,n,pred_dist,label_dist
0,ag_news,0,0,0.51,0.489917976760082,0.0,100,"{""Business"": 25, ""Sports"": 15, ""Technology"": 5, ""World"": 55}","{""Business"": 32, ""Sports"": 27, ""Technology"": 19, ""World"": 22}"
1,amazon_counterfactual_en,0,0,0.11,0.10561752587679629,0.0,100,"{""counterfactual"": 97, ""not counterfactual"": 3}","{""counterfactual"": 10, ""not counterfactual"": 90}"
2,amazon_massive_scenario,0,0,0.24,0.19855534806515196,0.0,100,"{""alarm"": 3, ""audio"": 3, ""cooking"": 44, ""email"": 4, ""iot"": 21, ""music"": 1, ""news"": 3, ""play"": 1, ""qa"": 13, ""weather"": 7}","{""alarm"": 5, ""audio"": 3, ""calendar"": 5, ""cooking"": 4, ""datetime"": 6, ""email"": 14, ""general"": 7, ""iot"": 6, ""lists"": 5, ""music"": 1, ""news"": 3, ""play"": 16, ""qa"": 8, ""recommendation"": 3, ""social"": 1, ""takeaway"": 1, ""transport"": 5, ""weather"": 7}"
3,app_reviews,0,0,0.28,0.13123232323232323,0.0,100,"{""five"": 16, ""one"": 84}","{""five"": 59, ""four"": 12, ""one"": 15, ""three"": 12, ""two"": 2}"
4,beaver_tails,0,0,0.41,0.37704571850913315,0.0,100,"{""no"": 13, ""yes"": 87}","{""no"": 64, ""yes"": 36}"
5,boolq,0,0,0.58,0.40711462450592883,0.0,100,"{""no"": 4, ""yes"": 96}","{""no"": 42, ""yes"": 58}"
6,brag_action,0,0,0.05,0.04990499049904991,0.0,100,"{""bragging"": 98, ""not bragging"": 2}","{""bragging"": 3, ""not bragging"": 97}"
7,circa,0,0,0.7,0.5126705653021442,0.0,100,"{""no"": 7, ""yes"": 93}","{""no"": 31, ""yes"": 69}"
8,clickbait,0,0,0.59,0.5866518802298619,0.0,100,"{""no"": 50, ""yes"": 50}","{""no"": 41, ""yes"": 59}"
9,climate_commitments_actions,0,0,0.55,0.4590695997115038,0.0,100,"{""no"": 77, ""yes"": 23}","{""no"": 64, ""yes"": 36}"
10,climate_fever,0,0,0.3,0.14245014245014245,0.0,100,"{""disputed"": 5, ""not enough info"": 84, ""refuted"": 11}","{""disputed"": 13, ""not enough info"": 33, ""refuted"": 16, ""supported"": 38}"
11,climate_sentiment,0,0,0.42,0.27181385510312,0.0,100,"{""neutral"": 15, ""risk"": 85}","{""neutral"": 47, ""opportunity"": 16, ""risk"": 37}"
12,cola,0,0,0.56,0.5512035903712771,0.0,100,"{""acceptable"": 46, ""unacceptable"": 54}","{""acceptable"": 68, ""unacceptable"": 32}"
13,copa,0,0,0.52,0.34210526315789475,0.0,100,"{""cause"": 100}","{""cause"": 52, ""effect"": 48}"
14,covid_fake_news,0,0,0.43,0.3006993006993007,0.0,100,"{""fake"": 100}","{""fake"": 43, ""real"": 57}"
15,dbpedia_14,0,0,0.49,0.44066534066534063,0.0,100,"{""album"": 10, ""animal"": 4, ""artist"": 27, ""company"": 26, ""educational institution"": 5, ""film"": 13, ""natural place"": 2, ""plant"": 8, ""village"": 4, ""written work"": 1}","{""album"": 6, ""animal"": 5, ""artist"": 9, ""athlete"": 6, ""building"": 4, ""company"": 11, ""educational institution"": 6, ""film"": 7, ""mean of transportation"": 9, ""natural place"": 6, ""office holder"": 9, ""plant"": 8, ""village"": 5, ""written work"": 9}"
16,disaster_response_message,0,0,0.21,0.2035487448331485,0.0,100,"{""false"": 93, ""true"": 7}","{""false"": 16, ""true"": 84}"
17,emo,0,0,0.06,0.17203907203907204,0.0,100,"{""angry"": 4, ""happy"": 88, ""sad"": 8}","{""angry"": 5, ""happy"": 3, ""others"": 90, ""sad"": 2}"
18,emotion,0,0,0.13,0.04458304458304458,0.0,100,"{""anger"": 99, ""joy"": 1}","{""anger"": 12, ""fear"": 12, ""joy"": 38, ""love"": 12, ""sadness"": 22, ""surprise"": 4}"
19,environmental_claims,0,0,0.32,0.3156199677938808,0.0,100,"{""no"": 32, ""yes"": 68}","{""no"": 76, ""yes"": 24}"
20,ethos,0,0,0.52,0.5073891625615763,0.0,100,"{""hate speech"": 68, ""no hate speech"": 32}","{""hate speech"": 48, ""no hate speech"": 52}"
21,fever,0,0,0.28,0.14583333333333334,0.0,100,"{""not enough info"": 100}","{""not enough info"": 28, ""refuted"": 28, ""supported"": 44}"
