,task_name,train_set_id,n_shot_per_class,accuracy,macro_f1,ood_rate,n,pred_dist,label_dist
0,ag_news,0,0,0.29,0.22176173499702911,0.0,100,"{""Business"": 4, ""Sports"": 7, ""Technology"": 1, ""World"": 88}","{""Business"": 32, ""Sports"": 27, ""Technology"": 19, ""World"": 22}"
1,amazon_counterfactual_en,0,0,0.1,0.09090909090909091,0.0,100,"{""counterfactual"": 100}","{""counterfactual"": 10, ""not counterfactual"": 90}"
2,amazon_massive_scenario,0,0,0.37,0.30753321463040134,0.0,100,"{""alarm"": 5, ""calendar"": 3, ""cooking"": 35, ""email"": 9, ""general"": 3, ""iot"": 9, ""music"": 16, ""news"": 3, ""play"": 4, ""qa"": 9, ""weather"": 4}","{""alarm"": 5, ""audio"": 3, ""calendar"": 5, ""cooking"": 4, ""datetime"": 6, ""email"": 14, ""general"": 7, ""iot"": 6, ""lists"": 5, ""music"": 1, ""news"": 3, ""play"": 16, ""qa"": 8, ""recommendation"": 3, ""social"": 1, ""takeaway"": 1, ""transport"": 5, ""weather"": 7}"
3,app_reviews,0,0,0.23,0.10366259711431743,0.0,100,"{""five"": 9, ""one"": 91}","{""five"": 59, ""four"": 12, ""one"": 15, ""three"": 12, ""two"": 2}"
4,beaver_tails,0,0,0.43,0.4086523498288204,0.0,100,"{""no"": 17, ""yes"": 83}","{""no"": 64, ""yes"": 36}"
5,boolq,0,0,0.52,0.4851994851994852,0.0,100,"{""no"": 32, ""yes"": 68}","{""no"": 42, ""yes"": 58}"
6,brag_action,0,0,0.03,0.02912621359223301,0.0,100,"{""bragging"": 100}","{""bragging"": 3, ""not bragging"": 97}"
7,circa,0,0,0.69,0.46320346320346323,0.0,100,"{""no"": 4, ""yes"": 96}","{""no"": 31, ""yes"": 69}"
8,clickbait,0,0,0.82,0.8089983022071308,0.0,100,"{""no"": 35, ""yes"": 65}","{""no"": 41, ""yes"": 59}"
9,climate_commitments_actions,0,0,0.49,0.48748869460355737,0.0,100,"{""no"": 43, ""yes"": 57}","{""no"": 64, ""yes"": 36}"
10,climate_fever,0,0,0.33,0.16568627450980392,0.0,100,"{""not enough info"": 87, ""supported"": 13}","{""disputed"": 13, ""not enough info"": 33, ""refuted"": 16, ""supported"": 38}"
11,climate_sentiment,0,0,0.37,0.18004866180048662,0.0,100,"{""risk"": 100}","{""neutral"": 47, ""opportunity"": 16, ""risk"": 37}"
12,cola,0,0,0.52,0.39117199391172,0.0,100,"{""acceptable"": 78, ""unacceptable"": 22}","{""acceptable"": 68, ""unacceptable"": 32}"
13,copa,0,0,0.52,0.34210526315789475,0.0,100,"{""cause"": 100}","{""cause"": 52, ""effect"": 48}"
14,covid_fake_news,0,0,0.67,0.6683750376846548,0.0,100,"{""fake"": 64, ""real"": 36}","{""fake"": 43, ""real"": 57}"
15,dbpedia_14,0,0,0.47,0.4291109117639729,0.0,100,"{""album"": 4, ""animal"": 5, ""artist"": 19, ""athlete"": 1, ""building"": 2, ""company"": 38, ""educational institution"": 7, ""film"": 11, ""natural place"": 2, ""plant"": 8, ""village"": 3}","{""album"": 6, ""animal"": 5, ""artist"": 9, ""athlete"": 6, ""building"": 4, ""company"": 11, ""educational institution"": 6, ""film"": 7, ""mean of transportation"": 9, ""natural place"": 6, ""office holder"": 9, ""plant"": 8, ""village"": 5, ""written work"": 9}"
16,disaster_response_message,0,0,0.38,0.3637110016420361,0.0,100,"{""false"": 68, ""true"": 32}","{""false"": 16, ""true"": 84}"
17,emo,0,0,0.03,0.014563106796116505,0.0,100,"{""happy"": 100}","{""angry"": 5, ""happy"": 3, ""others"": 90, ""sad"": 2}"
18,emotion,0,0,0.14,0.05336391437308868,0.0,100,"{""anger"": 97, ""joy"": 2, ""sadness"": 1}","{""anger"": 12, ""fear"": 12, ""joy"": 38, ""love"": 12, ""sadness"": 22, ""surprise"": 4}"
19,environmental_claims,0,0,0.27,0.23632179098232034,0.0,100,"{""no"": 3, ""yes"": 97}","{""no"": 76, ""yes"": 24}"
20,ethos,0,0,0.48,0.32432432432432434,0.0,100,"{""hate speech"": 100}","{""hate speech"": 48, ""no hate speech"": 52}"
21,fever,0,0,0.27,0.15285106382978722,0.0,100,"{""not enough info"": 97, ""supported"": 3}","{""not enough info"": 28, ""refuted"": 28, ""supported"": 44}"
22,financial_phrasebank,0,0,0.3,0.21428571428571427,0.0,100,"{""negative"": 1, ""neutral"": 2, ""positive"": 97}","{""negative"": 13, ""neutral"": 60, ""positive"": 27}"
23,hate_speech18,0,0,0.22,0.2121212121212121,0.0,100,"{""hate"": 84, ""no hate"": 16}","{""hate"": 6, ""no hate"": 94}"
24,health_fact,0,0,0.23,0.09349593495934959,0.0,100,"{""false"": 99, ""true"": 1}","{""false"": 24, ""mixture"": 17, ""true"": 56, ""unproven"": 3}"
25,i2d2,0,0,0.58,0.4243421052631579,0.0,100,"{""false"": 9, ""true"": 91}","{""false"": 39, ""true"": 61}"
26,imdb,0,0,0.63,0.5906626839252129,0.0,100,"{""negative"": 16, ""positive"": 84}","{""negative"": 53, ""positive"": 47}"
27,insincere_questions,0,0,0.05,0.047619047619047616,0.0,100,"{""insincere question"": 100}","{""insincere question"": 5, ""valid question"": 95}"
28,is_humor,0,0,0.69,0.43748865904554524,0.0,100,"{""humorous"": 96, ""not humorous"": 4}","{""humorous"": 71, ""not humorous"": 29}"
29,jailbreak_classification,0,0,0.41,0.33789698125911793,0.0,100,"{""benign"": 15, ""jailbreak"": 85}","{""benign"": 52, ""jailbreak"": 48}"
30,lexical_rc_cogalexv,0,0,0.22,0.1114995313964386,0.0,100,"{""antonym"": 2, ""hypernym"": 34, ""synonym"": 34, ""unrelated"": 30}","{""antonym"": 11, ""hypernym"": 6, ""meronym"": 6, ""synonym"": 10, ""unrelated"": 67}"
31,lexical_rc_root09,0,0,0.37,0.3586202157630729,0.0,100,"{""co-hyponym"": 23, ""hypernym"": 48, ""unrelated"": 29}","{""co-hyponym"": 26, ""hypernym"": 15, ""unrelated"": 59}"
32,liar,0,0,0.2,0.05649717514124294,0.0,100,"{""false"": 95, ""half true"": 5}","{""barely true"": 20, ""false"": 23, ""half true"": 12, ""mostly true"": 22, ""pants fire"": 4, ""true"": 19}"
33,limit,0,0,0.72,0.4186046511627907,0.0,100,"{""no"": 1, ""yes"": 99}","{""no"": 27, ""yes"": 73}"
34,logical_fallacy_detection,0,0,0.57,0.5501621508525996,0.0,100,"{""invalid"": 61, ""valid"": 39}","{""invalid"": 60, ""valid"": 40}"
