,task_name,train_set_id,n_shot_per_class,accuracy,macro_f1,ood_rate,n,pred_dist,label_dist
0,ag_news,0,0,0.39,0.33617711493090663,0.0,100,"{""Business"": 11, ""Sports"": 21, ""Technology"": 4, ""World"": 64}","{""Business"": 32, ""Sports"": 27, ""Technology"": 19, ""World"": 22}"
1,amazon_counterfactual_en,0,0,0.76,0.4694960212201591,0.0,100,"{""counterfactual"": 16, ""not counterfactual"": 84}","{""counterfactual"": 10, ""not counterfactual"": 90}"
2,amazon_massive_scenario,0,0,0.22,0.19502871855813034,0.0,100,"{""alarm"": 3, ""calendar"": 2, ""cooking"": 1, ""email"": 3, ""general"": 1, ""iot"": 71, ""music"": 6, ""news"": 8, ""play"": 2, ""qa"": 1, ""weather"": 2}","{""alarm"": 5, ""audio"": 3, ""calendar"": 5, ""cooking"": 4, ""datetime"": 6, ""email"": 14, ""general"": 7, ""iot"": 6, ""lists"": 5, ""music"": 1, ""news"": 3, ""play"": 16, ""qa"": 8, ""recommendation"": 3, ""social"": 1, ""takeaway"": 1, ""transport"": 5, ""weather"": 7}"
3,app_reviews,0,0,0.15,0.05217391304347826,0.0,100,"{""one"": 100}","{""five"": 59, ""four"": 12, ""one"": 15, ""three"": 12, ""two"": 2}"
4,beaver_tails,0,0,0.52,0.5192307692307692,0.0,100,"{""no"": 32, ""yes"": 68}","{""no"": 64, ""yes"": 36}"
5,boolq,0,0,0.53,0.36477902419245845,0.0,100,"{""no"": 7, ""yes"": 93}","{""no"": 42, ""yes"": 58}"
6,brag_action,0,0,0.16,0.15151515151515152,0.0,100,"{""bragging"": 87, ""not bragging"": 13}","{""bragging"": 3, ""not bragging"": 97}"
7,circa,0,0,0.65,0.539413080668509,0.0,100,"{""no"": 20, ""yes"": 80}","{""no"": 31, ""yes"": 69}"
8,clickbait,0,0,0.46,0.39839572192513373,0.0,100,"{""no"": 91, ""yes"": 9}","{""no"": 41, ""yes"": 59}"
9,climate_commitments_actions,0,0,0.53,0.49304282170208175,0.0,100,"{""no"": 63, ""yes"": 37}","{""no"": 64, ""yes"": 36}"
10,climate_fever,0,0,0.31,0.1725580140313006,0.0,100,"{""disputed"": 6, ""not enough info"": 76, ""refuted"": 18}","{""disputed"": 13, ""not enough info"": 33, ""refuted"": 16, ""supported"": 38}"
11,climate_sentiment,0,0,0.37,0.19138321995464855,0.0,100,"{""neutral"": 2, ""risk"": 98}","{""neutral"": 47, ""opportunity"": 16, ""risk"": 37}"
