,task_name,train_set_id,n_shot_per_class,accuracy,macro_f1,ood_rate,n,pred_dist,label_dist
0,ag_news,0,0,0.36,0.29325858250276854,0.0,100,"{""Business"": 11, ""Sports"": 15, ""World"": 74}","{""Business"": 32, ""Sports"": 27, ""Technology"": 19, ""World"": 22}"
1,amazon_counterfactual_en,0,0,0.3,0.28600571195430435,0.0,100,"{""counterfactual"": 76, ""not counterfactual"": 24}","{""counterfactual"": 10, ""not counterfactual"": 90}"
2,amazon_massive_scenario,0,0,0.32,0.29205151966294973,0.0,100,"{""alarm"": 4, ""audio"": 3, ""calendar"": 3, ""cooking"": 2, ""email"": 9, ""iot"": 47, ""music"": 15, ""news"": 5, ""play"": 4, ""qa"": 1, ""takeaway"": 4, ""weather"": 3}","{""alarm"": 5, ""audio"": 3, ""calendar"": 5, ""cooking"": 4, ""datetime"": 6, ""email"": 14, ""general"": 7, ""iot"": 6, ""lists"": 5, ""music"": 1, ""news"": 3, ""play"": 16, ""qa"": 8, ""recommendation"": 3, ""social"": 1, ""takeaway"": 1, ""transport"": 5, ""weather"": 7}"
3,app_reviews,0,0,0.15,0.05217391304347826,0.0,100,"{""one"": 100}","{""five"": 59, ""four"": 12, ""one"": 15, ""three"": 12, ""two"": 2}"
4,beaver_tails,0,0,0.4,0.34065934065934067,0.0,100,"{""no"": 6, ""yes"": 94}","{""no"": 64, ""yes"": 36}"
5,boolq,0,0,0.57,0.38351254480286734,0.0,100,"{""no"": 3, ""yes"": 97}","{""no"": 42, ""yes"": 58}"
6,brag_action,0,0,0.22,0.19388176932616782,0.0,100,"{""bragging"": 79, ""not bragging"": 21}","{""bragging"": 3, ""not bragging"": 97}"
7,circa,0,0,0.7,0.5888157894736843,0.0,100,"{""no"": 17, ""yes"": 83}","{""no"": 31, ""yes"": 69}"
8,clickbait,0,0,0.34,0.3125,0.0,100,"{""no"": 39, ""yes"": 61}","{""no"": 41, ""yes"": 59}"
9,climate_commitments_actions,0,0,0.5,0.49979991996798717,0.0,100,"{""no"": 38, ""yes"": 62}","{""no"": 64, ""yes"": 36}"
10,climate_fever,0,0,0.34,0.13782051282051283,0.0,100,"{""not enough info"": 99, ""supported"": 1}","{""disputed"": 13, ""not enough info"": 33, ""refuted"": 16, ""supported"": 38}"
11,climate_sentiment,0,0,0.37,0.19243781094527365,0.0,100,"{""neutral"": 3, ""risk"": 97}","{""neutral"": 47, ""opportunity"": 16, ""risk"": 37}"
12,cola,0,0,0.34,0.27472527472527475,0.0,100,"{""acceptable"": 2, ""unacceptable"": 98}","{""acceptable"": 68, ""unacceptable"": 32}"
13,copa,0,0,0.52,0.34210526315789475,0.0,100,"{""cause"": 100}","{""cause"": 52, ""effect"": 48}"
14,covid_fake_news,0,0,0.45,0.338862844091838,0.0,100,"{""fake"": 98, ""real"": 2}","{""fake"": 43, ""real"": 57}"
15,dbpedia_14,0,0,0.47,0.41005551645945737,0.0,100,"{""album"": 23, ""animal"": 5, ""artist"": 6, ""building"": 1, ""company"": 25, ""educational institution"": 8, ""film"": 21, ""plant"": 7, ""village"": 4}","{""album"": 6, ""animal"": 5, ""artist"": 9, ""athlete"": 6, ""building"": 4, ""company"": 11, ""educational institution"": 6, ""film"": 7, ""mean of transportation"": 9, ""natural place"": 6, ""office holder"": 9, ""plant"": 8, ""village"": 5, ""written work"": 9}"
16,disaster_response_message,0,0,0.45,0.3732193732193732,0.0,100,"{""false"": 49, ""true"": 51}","{""false"": 16, ""true"": 84}"
17,emo,0,0,0.04,0.04684684684684685,0.0,100,"{""angry"": 1, ""happy"": 27, ""sad"": 72}","{""angry"": 5, ""happy"": 3, ""others"": 90, ""sad"": 2}"
18,emotion,0,0,0.41,0.2780536664115096,0.0,100,"{""anger"": 15, ""fear"": 3, ""joy"": 47, ""love"": 20, ""sadness"": 15}","{""anger"": 12, ""fear"": 12, ""joy"": 38, ""love"": 12, ""sadness"": 22, ""surprise"": 4}"
